state,school,major,majorstem,majorstem2,months,jobapply,joboffer2,intern2haveacceptedtheofferfromi,internofferhaveyouacceptedanoffe,jobaccept_salary,topindustry,industry_top_versus_intern,jobaccept_ind,internaccept,education_ind,healthcare_ind,food_ind,computerelectronics_ind,othermanufacturing_ind,retailtrade_ind,finance_ind,accounting_ind,engineering_ind,mangconsult_ind,otherprofservices_ind,recreation_ind,othersupportserv_ind,govt_ind,resource1,resource2,resource3,resource4,resource5,resource6,resource7,resource8,resource9,resource10,resource11,resource12,resource13,resource14,resource15,intern,interntype,interntype2,internduty1,internduty2,internduty3,internduty4,internduty5,internduty6,interndissatisfaction1,interndissatisfaction2,interndissatisfaction3,interndissatisfaction4,interndissatisfaction5,careercentervisit,careercentervisit2,careercenterservice1,careercenterservice2,careercenterservice3,careercenterservice4,careercenterservice5,careercenterservice6,careercenterservice7,careercenterservice8,careercenterservice9,gender,age,gpa,race,parents,jobaccept_count,mthresource1,mthresource2,mthresource3,mthresource4,mthresource5,mthresource6,mthresource7,mthresource8,mthresource9,mthresource10,mthresource11,mthresource12,mthresource13,mthresource14,mthresource15,nu_mthresource1,nu_mthresource2,nu_mthresource3,nu_mthresource4,nu_mthresource5,nu_mthresource6,nu_mthresource7,nu_mthresource8,nu_mthresource9,nu_mthresource10,nu_mthresource11,nu_mthresource12,nu_mthresource13,nu_mthresource14,nu_mthresource15,joboffer,offer,sex,internship,cgpa,firstgen,Age,duration,ethnicity,schoolid,n_sch,broadcategory,_merge,maj1,intensity,informal,informal_intense,fair,fair_intense,empsite,empsite_intense,socntwk,socntwk_intense,media,media_intense,ucs,ucs_intense,cart,major_stem,major_stem2,type_internship,type_internship2,percent_internduty1,percent_internduty2,percent_internduty3,percent_internduty4,percent_internduty5,percent_internduty6,nu_interndissatisfaction1,nu_interndissatisfaction2,nu_interndissatisfaction3,nu_interndissatisfaction4,nu_interndissatisfaction5,visit_careercenter,visit2_careercenter,nu_careercenterservice1,cs_careercenterservice1,nu_careercenterservice2,cs_careercenterservice2,nu_careercenterservice3,cs_careercenterservice3,nu_careercenterservice4,cs_careercenterservice4,nu_careercenterservice5,cs_careercenterservice5,nu_careercenterservice6,cs_careercenterservice6,stem_major
Maryland,Mount St Mary's University,Accounting and Related Services,NA,non-STEM,12,Yes,Yes,Yes,Yes,"$50,001-$55,000",Government,Different,Government,Yes,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,Extremely useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Did not use,Did not use,Did not use,Did not use,Extremely useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Not at all useful,"Yes, internship","Paid: Private, for-profit company",Paid,25,15,5,40,10,5,NA,NA,NA,NA,NA,4+ / semester,Yes,Somewhat helpful,Very helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful,Did not use,Very helpful,Somewhat helpful,Male,20 to 24,3.5 - 3.74,White,No,36,Extremely useful,Somewhat useful,Very useful,Somewhat useful,Somewhat useful,Did not use,Did not use,Did not use,Did not use,Extremely useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Not at all useful,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,Yes,1,Male,"Yes, internship",3.5 - 3.74,No,20 to 24,12,White,Mount St Mary's University,37,"Business, Management, Marketing, and Related Support Services ",matched (3),Accounting and Related Services,11,1,4,1,1,1,1,0,0,1,2,1,1,"Business, Management, Marketing, and Related Support Services ",,non-STEM,"Paid: Private, for-profit company",Paid,25,15,5,40,10,5,0,0,0,0,0,4+ / semester,Yes,Somewhat helpful,1,Very helpful,1,Somewhat helpful,1,Somewhat helpful,1,Somewhat helpful,1,Very helpful,1,non-STEM
Kentucky,University of Louisville,Accounting and Related Services,NA,non-STEM,24,Yes,Yes,Yes,Yes,"$45,001-$50,000",Accounting Services,Same,Accounting Services,Yes,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Very useful,Very useful,Extremely useful,Extremely useful,Very useful,Did not use,Somewhat useful,Very useful,Did not use,Somewhat useful,Very useful,Somewhat useful,Did not use,Somewhat useful,Somewhat useful,"Yes, co-op","Paid: Private, for-profit company",Paid,10,15,0,70,0,5,NA,NA,NA,NA,NA,Once / semester,Yes,Somewhat helpful,Somewhat helpful,Somewhat helpful,Somewhat helpful,Very helpful,Did not use,Did not use,Very helpful,Very helpful,Male,20 to 24,3.75 - 3.99,White,No,73,Very useful,Very useful,Extremely useful,Extremely useful,Very useful,Did not use,Somewhat useful,Very useful,Did not use,Somewhat useful,Very useful,Somewhat useful,Did not use,Somewhat useful,Somewhat useful,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,Yes,1,Male,"Yes, co-op",3.75 - 3.99,No,20 to 24,24,White,University of Louisville,8,"Business, Management, Marketing, and Related Support Services ",matched (3),Accounting and Related Services,12,1,4,1,1,1,1,1,1,1,2,1,1,"Business, Management, Marketing, and Related Support Services ",,non-STEM,"Paid: Private, for-profit company",Paid,10,15,0,70,0,5,0,0,0,0,0,Once / semester,Yes,Somewhat helpful,1,Somewhat helpful,1,Somewhat helpful,1,Somewhat helpful,1,Very helpful,1,Did not use,0,non-STEM
Michigan,Northern Michigan University,Accounting and Related Services,NA,non-STEM,5,Yes,Yes,No,NA,"$35,001-$40,000",Accounting Services,NA,Accounting Services,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Very useful,Extremely useful,Very useful,Did not use,Very useful,Very useful,Extremely useful,Extremely useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Did not use,Somewhat useful,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,20 to 24,3.75 - 3.99,White,No,73,Very useful,Extremely useful,Very useful,Did not use,Very useful,Very useful,Extremely useful,Extremely useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Very useful,Did not use,Somewhat useful,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,Yes,1,Female,No,3.75 - 3.99,No,20 to 24,5,White,Northern Michigan University,18,"Business, Management, Marketing, and Related Support Services ",matched (3),Accounting and Related Services,13,1,4,1,2,1,1,1,1,1,3,1,1,"Business, Management, Marketing, and Related Support Services ",,non-STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,non-STEM
Kentucky,University of Kentucky,Accounting and Related Services,NA,non-STEM,4,Yes,No,No,NA,NA,Accounting Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Somewhat useful,Extremely useful,Somewhat useful,Somewhat useful,Very useful,Extremely useful,Not at all useful,Somewhat useful,Not at all useful,Extremely useful,Somewhat useful,Somewhat useful,Somewhat useful,Extremely useful,Very useful,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,20 to 24,3.25 - 3.49,White,No,3092,Somewhat useful,Extremely useful,Somewhat useful,Somewhat useful,Very useful,Extremely useful,Not at all useful,Somewhat useful,Not at all useful,Extremely useful,Somewhat useful,Somewhat useful,Somewhat useful,Extremely useful,Very useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,0,Female,No,3.25 - 3.49,No,20 to 24,4,White,University of Kentucky,128,"Business, Management, Marketing, and Related Support Services ",matched (3),Accounting and Related Services,15,1,5,1,2,1,1,1,1,1,3,1,1,"Business, Management, Marketing, and Related Support Services ",,non-STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,non-STEM
Maine,University of Maine,Accounting and Related Services,NA,non-STEM,1,Yes,No,No,NA,NA,Accounting Services,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Somewhat useful,Very useful,Did not use,Did not use,Did not use,Very useful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,20 to 24,3.0 - 3.24,White,No,3092,Somewhat useful,Very useful,Did not use,Did not use,Did not use,Very useful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,Female,No,3.0 - 3.24,No,20 to 24,1,White,University of Maine,118,"Business, Management, Marketing, and Related Support Services ",matched (3),Accounting and Related Services,3,0,0,1,1,1,1,0,0,1,1,0,0,"Business, Management, Marketing, and Related Support Services ",,non-STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,non-STEM
Texas,Texas State University,Accounting and Related Services,NA,non-STEM,12,Yes,Yes,Yes,NA,"$55,001-$60,000",NA,NA,Oil & Gas Extraction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extremely useful,Extremely useful,Extremely useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Extremely useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,"Yes, internship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,Extremely useful,Extremely useful,Extremely useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Did not use,Extremely useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,Yes,1,,"Yes, internship",,,,12,,Texas State University,134,"Business, Management, Marketing, and Related Support Services ",matched (3),Accounting and Related Services,14,1,5,1,2,1,1,1,1,1,3,0,0,"Business, Management, Marketing, and Related Support Services ",,non-STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,non-STEM
Georgia,Emory University,Accounting and Related Services,NA,non-STEM,12,Yes,Yes,Yes,Yes,"$50,001-$55,000",Management Consulting,Different,Accounting Services,Yes,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Extremely useful,Very useful,Extremely useful,Extremely useful,Very useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Very useful,Somewhat useful,"Yes, internship","Paid: Private, for-profit company",Paid,5,30,15,25,20,5,NA,NA,NA,NA,NA,2-3 / semester,Yes,Somewhat helpful,Somewhat helpful,Very helpful,Very helpful,Very helpful,Somewhat helpful,Very helpful,Somewhat helpful,Very helpful,Female,20 to 24,3.5 - 3.74,International,Yes,73,Extremely useful,Very useful,Extremely useful,Extremely useful,Very useful,Somewhat useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Very useful,Somewhat useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,1,Female,"Yes, internship",3.5 - 3.74,Yes,20 to 24,12,International,Emory University,25,"Business, Management, Marketing, and Related Support Services ",matched (3),Accounting and Related Services,15,1,5,1,2,1,1,1,1,1,3,1,1,"Business, Management, Marketing, and Related Support Services ",,non-STEM,"Paid: Private, for-profit company",Paid,5,30,15,25,20,5,0,0,0,0,0,2-3 / semester,Yes,Somewhat helpful,1,Somewhat helpful,1,Very helpful,1,Very helpful,1,Very helpful,1,Somewhat helpful,1,non-STEM
Wisconsin,University of Wisconsin-Green Bay,Accounting and Related Services,NA,non-STEM,4,Yes,No,Yes,No,NA,Accounting Services,Different,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Extremely useful,Extremely useful,Extremely useful,Not at all useful,"Yes, internship",NA,NA,20,20,20,20,0,20,NA,NA,NA,NA,NA,2-3 / semester,Yes,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Very helpful,Male,20 to 24,3.5 - 3.74,White,Yes,3092,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Extremely useful,Extremely useful,Extremely useful,Not at all useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,0,Male,"Yes, internship",3.5 - 3.74,Yes,20 to 24,4,White,University of Wisconsin-Green Bay,24,"Business, Management, Marketing, and Related Support Services ",matched (3),Accounting and Related Services,15,1,5,1,2,1,1,1,1,1,3,1,1,"Business, Management, Marketing, and Related Support Services ",,non-STEM,,,20,20,20,20,0,20,0,0,0,0,0,2-3 / semester,Yes,Did not use,0,Did not use,0,Did not use,0,Did not use,0,Did not use,0,Did not use,0,non-STEM
Texas,The University of Texas at El Paso,Accounting and Related Services,NA,non-STEM,1,Yes,Yes,No,NA,"Less than $20,000",Accounting Services,NA,Recreation & Hospitality (including arts and sports),NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,Somewhat useful,Very useful,Somewhat useful,Extremely useful,Extremely useful,Extremely useful,Very useful,Very useful,Very useful,Very useful,Very useful,Extremely useful,Extremely useful,Extremely useful,Very useful,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,Over 30,3.5 - 3.74,Hispanic-American,No,35,Somewhat useful,Very useful,Somewhat useful,Extremely useful,Extremely useful,Extremely useful,Very useful,Very useful,Very useful,Very useful,Very useful,Extremely useful,Extremely useful,Extremely useful,Very useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,1,Female,No,3.5 - 3.74,No,Over 30,1,Hispanic-American,The University of Texas at El Paso,43,"Business, Management, Marketing, and Related Support Services ",matched (3),Accounting and Related Services,15,1,5,1,2,1,1,1,1,1,3,1,1,"Business, Management, Marketing, and Related Support Services ",,non-STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,non-STEM
Delaware,University of Delaware,Accounting and Related Services,NA,non-STEM,7,Yes,Yes,Yes,Yes,NA,"Finance, Insurance, & Real Estate",Different,NA,No,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,Very useful,Very useful,NA,Very useful,NA,Very useful,NA,NA,NA,NA,Very useful,Very useful,Very useful,NA,"Yes, internship","Paid: Private, for-profit company",Paid,15,10,10,65,0,0,NA,NA,NA,NA,NA,4+ / semester,Yes,NA,Very helpful,Somewhat helpful,Very helpful,NA,NA,NA,NA,NA,Female,20 to 24,3.25 - 3.49,Hispanic-American,Yes,3092,,Very useful,Very useful,,Very useful,,Very useful,,,,,Very useful,Very useful,Very useful,,,1,1,,1,,1,,,,,1,1,1,,Yes,1,Female,"Yes, internship",3.25 - 3.49,Yes,20 to 24,7,Hispanic-American,University of Delaware,121,"Business, Management, Marketing, and Related Support Services ",matched (3),Accounting and Related Services,7,,,,,1,1,1,1,,,,,"Business, Management, Marketing, and Related Support Services ",,non-STEM,"Paid: Private, for-profit company",Paid,15,10,10,65,0,0,0,0,0,0,0,4+ / semester,Yes,,,Very helpful,1,Somewhat helpful,1,Very helpful,1,,,,,non-STEM
California,University of California-Riverside,Accounting and Related Services,NA,non-STEM,6,Yes,Yes,Yes,No,"$55,001-$60,000",Accounting Services,Same,Accounting Services,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Somewhat useful,Not at all useful,Somewhat useful,Not at all useful,Not at all useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Very useful,Not at all useful,"Yes, internship","Paid: Private, for-profit company",Paid,30,20,0,40,5,5,NA,NA,NA,NA,NA,Once / semester,Yes,Did not use,Very helpful,Did not use,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Somewhat helpful,Male,20 to 24,3.5 - 3.74,Multiracial,No,73,Extremely useful,Extremely useful,Extremely useful,Extremely useful,Somewhat useful,Not at all useful,Somewhat useful,Not at all useful,Not at all useful,Somewhat useful,Somewhat useful,Very useful,Very useful,Very useful,Not at all useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Yes,1,Male,"Yes, internship",3.5 - 3.74,No,20 to 24,6,Multiracial,University of California-Riverside,92,"Business, Management, Marketing, and Related Support Services ",matched (3),Accounting and Related Services,15,1,5,1,2,1,1,1,1,1,3,1,1,"Business, Management, Marketing, and Related Support Services ",,non-STEM,"Paid: Private, for-profit company",Paid,30,20,0,40,5,5,0,0,0,0,0,Once / semester,Yes,Did not use,0,Very helpful,1,Did not use,0,Very helpful,1,Very helpful,1,Very helpful,1,non-STEM
New York,Stony Brook University,Accounting and Related Services,NA,non-STEM,5,Yes,No,Yes,Yes,NA,Accounting Services,Same,NA,No,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Not at all useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Somewhat useful,Somewhat useful,Not at all useful,Not at all useful,"Yes, internship","Unpaid: Private, for-profit company",Unpaid,10,70,20,0,0,0,NA,NA,NA,NA,NA,2-3 / semester,Yes,Did not use,Somewhat helpful,Did not use,Not very helpful,Not very helpful,Not very helpful,Not very helpful,Not very helpful,Not very helpful,Female,20 to 24,3.25 - 3.49,International,No,3092,Not at all useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Somewhat useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Not at all useful,Somewhat useful,Somewhat useful,Not at all useful,Not at all useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,0,Female,"Yes, internship",3.25 - 3.49,No,20 to 24,5,International,Stony Brook University,98,"Business, Management, Marketing, and Related Support Services ",matched (3),Accounting and Related Services,15,1,5,1,2,1,1,1,1,1,3,1,1,"Business, Management, Marketing, and Related Support Services ",,non-STEM,"Unpaid: Private, for-profit company",Unpaid,10,70,20,0,0,0,0,0,0,0,0,2-3 / semester,Yes,Did not use,0,Somewhat helpful,1,Did not use,0,Not very helpful,1,Not very helpful,1,Not very helpful,1,non-STEM
California,Santa Clara University,Accounting and Related Services,NA,non-STEM,4,Yes,No,Yes,No,NA,Construction,Different,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,Somewhat useful,Extremely useful,NA,Somewhat useful,Somewhat useful,Did not use,Extremely useful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,"Yes, internship","Paid: Private, for-profit company",Paid,50,0,0,40,0,10,NA,NA,NA,NA,NA,Once / semester,Yes,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Female,20 to 24,3.0 - 3.24,Asian-American,Yes,3092,Somewhat useful,Extremely useful,,Somewhat useful,Somewhat useful,Did not use,Extremely useful,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,Did not use,1,1,,1,1,0,1,0,0,0,0,0,0,0,0,No,0,Female,"Yes, internship",3.0 - 3.24,Yes,20 to 24,4,Asian-American,Santa Clara University,44,"Business, Management, Marketing, and Related Support Services ",matched (3),Accounting and Related Services,5,0,0,1,1,1,1,1,1,1,1,0,0,"Business, Management, Marketing, and Related Support Services ",,non-STEM,"Paid: Private, for-profit company",Paid,50,0,0,40,0,10,0,0,0,0,0,Once / semester,Yes,Did not use,0,Did not use,0,Did not use,0,Did not use,0,Did not use,0,Did not use,0,non-STEM
Pennsylvania,DeSales University,Accounting and Related Services,NA,non-STEM,5,Yes,No,No,NA,NA,Management Consulting,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,Extremely useful,Extremely useful,Extremely useful,Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Extremely useful,Very useful,Very useful,Extremely useful,Extremely useful,Very useful,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,20 to 24,2.5 - 2.74,White,No,3092,Extremely useful,Extremely useful,Extremely useful,Very useful,Very useful,Very useful,Somewhat useful,Somewhat useful,Somewhat useful,Extremely useful,Very useful,Very useful,Extremely useful,Extremely useful,Very useful,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,No,0,Male,No,2.5 - 2.74,No,20 to 24,5,White,DeSales University,16,"Business, Management, Marketing, and Related Support Services ",matched (3),Accounting and Related Services,15,1,5,1,2,1,1,1,1,1,3,1,1,"Business, Management, Marketing, and Related Support Services ",,non-STEM,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,non-STEM
New Jersey,Rutgers University-New Brunswick,Accounting and Related Services,NA,non-STEM,12,Yes,Yes,Yes,Yes,NA,Accounting Services,Different,NA,No,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Somewhat useful,Not at all useful,Extremely useful,Extremely useful,Very useful,Very useful,Somewhat useful,Did not use,Did not use,Extremely useful,Somewhat useful,Very useful,Somewhat useful,Did not use,Did not use,"Yes, internship","Paid: Private, for-profit company",Paid,40,5,30,15,0,10,NA,NA,NA,NA,NA,2-3 / semester,Yes,Somewhat helpful,Very helpful,Did not use,Very helpful,Somewhat helpful,Very helpful,Very helpful,Did not use,Very helpful,Female,25 to 30,3.75 - 3.99,Hispanic-American,No,3092,Somewhat useful,Not at all useful,Extremely useful,Extremely useful,Very useful,Very useful,Somewhat useful,Did not use,Did not use,Extremely useful,Somewhat useful,Very useful,Somewhat useful,Did not use,Did not use,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,Yes,1,Female,"Yes, internship",3.75 - 3.99,No,25 to 30,12,Hispanic-American,Rutgers University-New Brunswick,110,"Business, Management, Marketing, and Related Support Services ",matched (3),Accounting and Related Services,11,1,3,1,1,1,1,1,1,1,2,1,1,"Business, Management, Marketing, and Related Support Services ",,non-STEM,"Paid: Private, for-profit company",Paid,40,5,30,15,0,10,0,0,0,0,0,2-3 / semester,Yes,Somewhat helpful,1,Very helpful,1,Did not use,0,Very helpful,1,Somewhat helpful,1,Very helpful,1,non-STEM
